vernacularName,scientificName
White-tailed Ptarmigan ssp altipetens,Lagopus leucura altipetens
Side-blotched Lizard,Uta stansburiana
Starflower,Trientalis borealis
Mediterranean Worm Lizard,Blanus cinereus
Oval grimmia,Grimmia ovalis
Toringa crab apple,Malus sieboldii
Rough periwinkle,Littorina saxatilis
True's Beaked Whale,Mesoplodon mirus
McCown's Longspur,Rhynchophanes mccownii
Spotted Sailer,Neptis saclava
Giant Emperor,Charaxes castor
Slippery dick,Halichoeres bivittatus
Melon-headed Whale,Peponocephala electra
Candelabra-tree,Euphorbia candelabrum
Rose scented geranium,Pelargonium capitatum
Polistes gallicus-group,Polistes gallicus-gr.
Concise cuthona,Cuthona concinna
Roman Squill,Bellevalia romana
Beaugregory,Stegastes leucostictus
Princess parrotfish,Scarus taeniopterus
Braun's stonewort,Chara braunii
Retz's Helmetshrike ssp retzii,Prionops retzii retzii
Bennett's Woodpecker ssp bennettii,Campethera bennettii bennettii
Balkan grass snake,Natrix natrix persa
Flat top shell,Steromphala umbilicalis
Greek Snake Skink,Ophiomorus punctatissimus
African Chameleon,Chamaeleo africanus
Bergon's Serapias,Serapias bergonii
Almiri toothcarp,Aphanius almiriensis
Clapper Hydromedusa,Sarsia tubulosa
American Aspen,Populus tremuloides
Striped-necked Mongoose,Herpestes vitticollis
Drugstore beetle,Stegobium paniceum
Scorpion unknown,Scorpiones indet.
Red Admiral,Vanessa atalanta rubria
Western Spinebill,Acanthorhynchus superciliosus
King Quail,Excalfactoria chinensis
Thirteen-lined Ground Squirrel,Ictidomys tridecemlineatus
Violet Cress,Ionopsidium acaule
Greater Prairie Chicken ssp pinnatus,Tympanuchus cupido pinnatus
American Elk ssp canadensis,Cervus canadensis canadensis
American Pronghorn,Antilocapra americana americana
Dune tiger beetle,Cicindela maritima
Blue-headed Crested Flycatcher,Trochocercus nitens
Velvet-mantled Drongo,Dicrurus modestus
Scarce small brown,Nemoura dubitans
Leafy broom,Genista stenopetala
Black-throated Canary ssp atrogularis,Crithagra atrogularis atrogularis
Dark cow-hair moss,Ditrichum lineare
Chopi Blackbird,Gnorimopsar chopi
Garden Tulip,Tulipa gesneriana
Eurasian Tree Sparrow ssp transcaucasicus,Passer montanus transcaucasicus
Burnt-necked Eremomela ssp usticollis,Eremomela usticollis usticollis
Spotted Towhee ssp curtatus,Pipilo maculatus curtatus
Grey-lined Hawk ssp pallidus,Buteo nitidus pallidus
Forest Batis,Batis mixta
Sunset Morpho,Morpho hecuba
Italian Cave Salamander,Speleomantes italicus
Dwarf Sperm Whale,Kogia sima
Streaky Seedeater ssp striolata,Crithagra striolata striolata
Red-naped Bushshrike ssp rufinuchalis,Laniarius ruficeps rufinuchalis
Dusky Broadbill ssp laoensis,Corydon sumatranus laoensis
Blue-rumped Pitta ssp soror,Hydrornis soror soror
Blue Pitta ssp willoughbyi,Hydrornis cyaneus willoughbyi
Ashy Bulbul ssp remotus,Hemixos flavala remotus
Yellow-billed Nuthatch ssp fortior,Sitta solangiae fortior
Vietnamese Cutia ssp legalleni,Cutia legalleni legalleni
Ouvea Parakeet,Eunymphicus uvaeensis
Snowy-browed Flycatcher ssp annamensis,Ficedula hyperythra annamensis
Short-tailed Scimitar Babbler ssp danjoui,Jabouilleia danjoui danjoui
Maritime Striped Squirrel,Tamiops maritimus
Mrs. Gould's Sunbird ssp dabryii,Aethopyga gouldiae dabryii
Smooth Japanese-maple,Acer palmatum
Castilian Bent,Agrostis x fouilladeana (A. capillaris x castellana)
Red-tailed Laughingthrush ssp vitryi,Trochalopteron milnei vitryi
Palamedes Swallowtail,Papilio palamedes
Moustached Barbet ssp euroa,Psilopogon incognitus eurous
Ivy-leaf Violet,Viola hederacea
Tomato-house Bumblebee,Bombus terrestris dalmatinus
Spot-breasted Wren,Pheugopedius maculipectus
Elegant helicellid,Trochoidea elegans
Scrambling-gromwell,Glandora diffusa
Harlequin-flower,Sparaxis bulbifera
Scaly-crowned Babbler ssp indochinense,Malacopteron cinereum indochinense
Green-eared Barbet ssp praetermissa,Psilopogon faiostrictus praetermissus
White-winged Magpie ssp xanthomelana,Urocissa whiteheadi xanthomelana
Rufous-winged Cisticola ssp isodactylus,Cisticola galactotes isodactylus
Western smooth boxfish,Anoplocapros amygdaloides
Slender-spined porcupine fish,Diodon nicthemerus
Fingered dragonet,Dactylopus dactylopus
Striped eel catfish,Plotosus lineatus
Magpie morwong,Cheilodactylus gibbosus
Tawny Owl ssp aluco,Strix aluco aluco
Early Spider-orchid subsp. sphegodes,Ophrys sphegodes subsp. sphegodes
Green Tinkerbird,Pogoniulus simplex
Giant Orchid,Barlia robertiana
Broomrape,Cistanche salsa
Spiny lima,Lima lima
Fork-tailed Sunbird ssp latouchii,Aethopyga christinae latouchii
Black Bulbul ssp leucocephalus,Hypsipetes leucocephalus leucocephalus
Golden-throated Barbet ssp franklinii,Psilopogon franklinii franklinii
White-gorgeted Flycatcher ssp leucops,Anthipes monileger leucops
Red-billed Scimitar Babbler ssp ochraceiceps,Pomatorhinus ochraceiceps ochraceiceps
Collared Owlet ssp brodiei,Glaucidium brodiei brodiei
Costa Rican Pygmy Owl,Glaucidium costaricanum
Northern bulls-eye lichen,Placopsis gelida
Warty sunken disk lichen,Aspicilia verrucigera
Short-tailed Parrotbill ssp tonkinensis,Neosuthora davidiana tonkinensis
Flea beetle unknown,Alticinae indet.
Great Spotted Woodpecker ssp tenuirostris,Dendrocopos major tenuirostris
Blue parrotfish,Scarus coeruleus
Malaysian Hawk-Cuckoo,Hierococcyx fugax
Orange Mapwing,Hypanartia lethe
Golden-eyed Flowerpiercer,Diglossa glauca
Scented Goosefoot,Dysphania multifida
Canary Island broom,Genista canariensis
American Robin ssp confinis,Turdus migratorius confinis
Pale bugloss subsp. biebersteinii,Echium italicum subsp. biebersteinii
Ornate Flycatcher ssp phoenicurus,Myiotriccus ornatus phoenicurus
Squirrel Cuckoo ssp mesura,Piaya cayana mesura
White-tipped Sicklebill,Eutoxeres aquila
Northern South American Cougar,Puma concolor concolor
Golden-breasted Bunting ssp flaviventris,Emberiza flaviventris flaviventris
Chinspot Batis ssp molitor,Batis molitor molitor
Chattering Lory ssp morotaianus,Lorius garrulus morotaianus
High Brown Fritillary,Argynnis adippe
Speckled Mousebird ssp affinis,Colius striatus affinis
Tiger Beetle Wasp,Methocha articulata
Germain's blenny,Omobranchus germaini
American / Pacific Golden Plover,Pluvialis dominicus / fulva
Menetries' Marbled White,Melanargia hylata
European Goldfinch ssp tschusii,Carduelis carduelis tschusii
Arctic Ground Squirrel,Urocitellus parryii
Variable Flat-sedge,Cyperus difformis
Common Tiger,Danaus genutia
Rock Sea Lavender,Limonium binervosum
Dark Chanting Goshawk ssp mechowi,Melierax metabates mechowi
Dudley's rush,Juncus dudleyi
Whitened Bluewing,Myscelia cyaniris cyaniris
Wood Frog,Lithobates sylvaticus
Caribbean Manatee,Trichechus manatus manatus
Cretan Argus,Kretania psyloritus
Marbled white spot,Protodeltote pygarga
Cabanis's Tanager,Tangara cabanisi
Wild mockcucumber,Echinocystis lobata
Poplar grey,Acronicta megacephala
Mallorcan Midwife Toad,Alytes muletensis
Grey-collared Becard,Pachyramphus major
Hairy-saddled Colletes,Colletes fodiens
Chalkhill Blue,Polyommatus coridon
Sardinian Meadow Brown,Maniola nurag
Snowdon lilybrwynddail y mynydd,Gagea serotina
Long-bracted orchid,Coeloglossum viride
Common Rustic,Mesapamea secalis
Common-heath,Epacris impressa
Hairpin banksia,Banksia spinulosa
Peregrine Falcon ssp japonensis,Falco peregrinus japonensis
North American Bullfrog,Lithobates catesbeianus
Ochraceous Wave,Idaea serpentata
Dils' Grayling,Pseudochazara orestes
Handmaid,Dysauxes ancilla
Kumba,Solanum aethiopicum
Whitemouth dayflower,Commelina erecta
Cassin's Vireo,Vireo cassinii
Cozumel Island Coati,Nasua narica nelsoni
Bananaquit ssp caboti,Coereba flaveola caboti
Persian Odd-spot Blue,Turanana cytis
Pygmy Raccoon,Procyon pygmaeus
Alpine ladyfern,Athyrium alpestre
American Badger,Taxidea taxus
Red Ash,Fraxinus pennsylvanica
Pale Ministreak,Ministrymon una
Rostkov's Eyebright,Euphrasia officinalis subsp. rostkoviana
Daisy,Leucanthemum ircutianum
Spotless Underwing,Eudocima divitiosa
African-sandalwood,Baphia nitida
Fish louse,Argulus foliaceus
Black-and-yellow Grosbeak,Mycerobas icterioides
Orange Bullfinch,Pyrrhula aurantiaca
Rufous-naped Tit,Periparus rufonuchalis
Biddulph's Ground Jay,Podoces biddulphi
Common Kestrel ssp rufescens,Falco tinnunculus rufescens
Black river mussel,Potomida littoralis
Common Marsh-bedstraw,Galium palustre subsp. palustre
White-cheeked Nuthatch,Sitta leucopsis
Barred Warbler ssp nisoria,Sylvia nisoria nisoria
Sillem's Mountain Finch,Carpodacus sillemi
Torrent Duck ssp turneri,Merganetta armata turneri
Three-striped Warbler ssp tristriatus,Basileuterus tristriatus tristriatus
Taurus Ground Squirrel,Spermophilus taurensis
White-cheeked Bushtit,Aegithalos leucogenys
Spreading false pimpernel,Lindernia diffusa
Common Spider Crab,Maja brachydactyla
Southern Tchagra ssp tchagra,Tchagra tchagra tchagra
Eben tree,Dacryodes edulis
Adonis Blue,Polyommatus bellargus
Blue giant hyssop,Agastache foeniculum
Rough Oxeye,Heliopsis helianthoides
Silvery-throated Jay,Cyanolyca argentigula
Striated Heron ssp actophila,Butorides striata actophila
Western Basilisk,Basiliscus galeritus
Jewel anemone,Corynactis viridis
Pink sea-fan,Eunicella verrucosa
Red sea-fingers,Alcyonium glomeratum
Pink sea fingers,Alcyonium hibernicum
Coastal Redwood,Sequoia sempervirens
Short-horned Furrow Bee,Lasioglossum brevicorne
Southern Water Snake,Nerodia fasciata
Noble chafer,Gnorimus nobilis
Rufous-tailed Scrub Robin ssp familiaris,Cercotrichas galactotes familiaris
Ebner's Bright Bush-cricket,Poecilimon ebneri
Great Spotted Woodpecker ssp parroti,Dendrocopos major parroti
Fanleaf hawthorn,Crataegus flabellata
Greenleaf worm,Eulalia viridis
Prophet-flower,Arnebia pulchra
New Zealand-holly,Olearia macrodonta
Nodding hydroid,Corymorpha nutans
Strawberry anemone,Actinia fragacea
Orange-clubbed sea slug,Limacia clavigera
Ross,Pentapora fascialis
Spinous Squat Lobster,Galathea strigosa
Ceylon raspberry,Rubus niveus
Northern Buckeye,Junonia coenia coenia
Purple Martin ssp subis,Progne subis subis
Loggerhead Shrike ssp ludovicianus,Lanius ludovicianus ludovicianus
Cape Sparrow ssp vicinus,Passer melanurus vicinus
Bicknell's Thrush,Catharus bicknelli
Blue-spangled Emperor,Charaxes guderiana
Samos Grayling,Hipparchia mersina
Naval pansy,Junonia touhilimasa
"Banded gold tip, orBlack-barred gold tip",Colotis eris
Streak-headed Woodcreeper,Lepidocolaptes souleyetii
Red tellin,Bosemprella incarnata
Red-mantled Rosefinch,Carpodacus rhodochlamys
Himalayan Snowcock ssp sewerzowi,Tetraogallus himalayensis sewerzowi
Margined Colletes,Colletes marginatus
Unidentified Ground beetle,Carabidae indet.
Danube bleak,Alburnus mento
Balearic Green Toad,Bufotes balearicus
Purple-crowned Plovercrest,Stephanoxis loddigesii
Sand Ghost Shrimp,Pestarella tyrrhena
Macedonian Long-tailed Tit,Aegithalos caudatus macedonicus
Canada Jay ssp capitalis,Perisoreus canadensis capitalis
Spotted Towhee ssp montanus,Pipilo maculatus montanus
Usambara Forest Edge Grasshopper,Afrophlaeoba usambarica
Usambara Dusky Grasshopper,Aresceutica subnuda
Grasshopper Sparrow ssp perpallidus,Ammodramus savannarum perpallidus
Western Meadowlark ssp neglecta,Sturnella neglecta neglecta
Little Auk ssp alle,Alle alle alle
Northern Blue Whale,Balaenoptera musculus musculus
Glaucous Gull ssp leuceretes,Larus hyperboreus leuceretes
Atlantic Walrus,Odobenus rosmarus rosmarus
Laysan Duck,Anas laysanensis
Syrian Sprite,Pseudagrion syriacum
Puna Ground Tyrant,Muscisaxicola juninensis
Ash-breasted Tit-Tyrant ssp alpinus,Anairetes alpinus alpinus
Pale Day-lily,Hemerocallis lilioasphodelus
Chalk-fronted Corporal,Ladona julia
Green Frog,Lithobates clamitans
Eurasian Jay ssp cervicalis,Garrulus glandarius cervicalis
Coal Tit ssp ledouci,Periparus ater ledouci
Green-eyed Hawker (ssp. antehumeralis),Aeshna isoceles antehumeralis
Menetries's Warbler ssp mystacea,Sylvia mystacea mystacea
Least Flycatcher,Empidonax minimus
Tiger Keelback,Rhabdophis tigrinus
Bronzy Hermit,Glaucis aeneus
Straight-line Sulphur,Rhabdodryas trite
Yellow-Striped Poison Frog,Dendrobates truncatus
Green Wood Hoopoe ssp purpureus,Phoeniculus purpureus purpureus
Transvaal Klipspringer,Oreotragus oreotragus transvaalensis
Unknown beetle,Coleoptera indet.
Westphalia Pansy,Viola lutea var. westfalica
Bearded Reedling ssp russicus,Panurus biarmicus russicus
Ashy Flycatcher ssp brevicauda,Muscicapa caerulescens brevicauda
Grant's Bluebill,Spermophaga poliogenys
Coal Tit ssp michalowskii,Periparus ater michalowskii
Swallow-tailed Kite ssp forficatus,Elanoides forficatus forficatus
American Crow ssp pascuus,Corvus brachyrhynchos pascuus
White-eyed Vireo ssp maynardi,Vireo griseus maynardi
Dale's Oak Clearwing,Synanthedon conopiformis
White-breasted Nuthatch ssp nelsoni,Sitta carolinensis nelsoni
Gambel's Quail ssp gambelii,Callipepla gambelii gambelii
Red-spotted Hairstreak,Tmolus echion
Rock Sparrow ssp exigua,Petronia petronia exigua
Common Linnet ssp bella,Linaria cannabina bella
Eastern Towhee ssp rileyi,Pipilo erythrophthalmus rileyi
Yellow-throated Warbler ssp dominica,Setophaga dominica dominica
Middle Spotted Woodpecker ssp anatoliae,Dendrocoptes medius anatoliae
Eastern Fox Squirrel,Sciurus niger vulpinus
Woodlark ssp arborea,Lullula arborea arborea
Familiar Chat ssp actuosa,Oenanthe familiaris actuosa
Bearded Vulture ssp barbatus,Gypaetus barbatus barbatus
Japanese Badger,Meles anakuma
Lesser Spotted Woodpecker ssp colchicus,Dryobates minor colchicus
Polistes dominula-group,Polistes dominula-gr.
Least Bittern ssp exilis,Ixobrychus exilis exilis
White-bellied Green Pigeon ssp sieboldii,Treron sieboldii sieboldii
Mottled Duck ssp maculosa,Anas fulvigula maculosa
Lesser Spotted Woodpecker ssp danfordi,Dryobates minor danfordi
Pinhead Wisp,Agriocnemis femina
Purple Orache,Atriplex sagittata
Locust Digitate Leafminer Moth,Parectopa robiniella
Chalk Carpet,Scotopteryx bipunctaria
Kamchatka Brown Bear,Ursus arctos beringianus
Hybrid Saker Falcon x Gyrfalcon,Falco cherrug x Falco rusticolus
Panther electric ray,Torpedo panthera
Lyretail hogfish,Bodianus anthioides
Square-spot Dart,Euxoa obelisca
African Meadow Katydid,Conocephalus conocephalus
Starry toadfish,Arothron stellatus
Blue-rayed limpet,Patella pellucida
Kessler's gudgeon,Romanogobio kesslerii
Balkan Loach,Cobitis elongata
Asian Golden Weaver,Ploceus hypoxanthus
Sardinian Match Grasshopper,Ochrilidia nuragica
Northwest Pacific Harbour Porpoise,Phocoena phocoena ssp. nov.
Creamy Metalmark,Nymphidium ascolia
White-lined sphinx,Hyles lineata
Punjab fig,Ficus palmata
Lesser Banded Hornet,Vespa affinis
Ornate Box Turtle,Terrapene ornata
Red Maple,Acer rubrum
White Wall-rocket,Diplotaxis erucoides
Mottled flounder,Bothus maculiferus
Shiitake,Lentinula edodes
Shieldhead Gecko,Gonatodes caudiscutatus
Black-capped Marmot,Marmota camtschatica
Rufous Shrikethrush,Colluricincla rufogaster
Giant brome,Bromus diandrus
Blunthead puffer,Sphoeroides pachygaster
Doctorfish Tang,Acanthurus chirurgus
Yellow jack,Carangoides bartholomaei
Threespot damselfish,Stegastes planifrons
Red-whiskered Bulbul ssp monticola,Pycnonotus jocosus monticola
Colombian Chachalaca,Ortalis columbiana
Dory snapper,Lutjanus fulviflamma
Bengal sergeant,Abudefduf bengalensis
Stal's Saddle Bush-cricket,Lluciapomaresius stalii
Spotted Paca,Cuniculus paca
White-throated Treecreeper ssp metastasis,Cormobates leucophaea metastasis
Western Woodhaunter ssp assimilis,Automolus virgatus assimilis
Baleen Whale unknown,Mysticeti spec.
Red-necked Nightjar ssp ruficollis,Caprimulgus ruficollis ruficollis
German cockroach,Blattella germanica
Sarato's goby,Gobius fallax
Panic veldt grass,Ehrharta erecta
Sicilian fir,Abies nebrodensis
Ring-necked Francolin,Scleroptila streptophora
Leopard-spotted goby,Thorogobius ephippiatus
Eastern Rosella ssp elecica,Platycercus eximius elecica
Blair's Mocha,Cyclophora puppillaria
Chestnut-headed Chachalaca,Ortalis ruficeps
Rufous-collared Sparrow ssp matutina,Zonotrichia capensis matutina
Nacunda Nighthawk,Chordeiles nacunda
Mealy blistered jelly lichen,Lathagrium furfucatum
Weaver's Wave,Idaea contiguaria
Mustelid (Martes) unknown,Martes spec.
Rubber Rabbitbrush,Ericameria nauseosa
Ashy Storm Petrel,Oceanodroma homochroa
Orange-headed Tanager,Thlypopsis sordida
Pavonine Cuckoo,Dromococcyx pavoninus
Aquatic oligochaete worm,Stylodrilus heringianus
Azure-winged Magpie ssp cyanus,Cyanopica cyanus cyanus
Lax Viper's-bugloss,Echium rosulatum
Eastern Larkspur,Consolida orientalis
Marsh Springtail,Isotomurus palustris
Velvet shell,Velutina velutina
Hairy Bindweed,Calystegia pulchra
Mexican Duck,Anas diazi
Trixago Bartsia,Bellardia trixago
Chelostoma campanularum/distinctum,Chelostoma (Foveosmia) spec.
Starry Night Cracker,Hamadryas laodamia
Himalayan clematis,Clematis montana
Slender isopod,Idotea linearis
Aleutian maidenhair fern,Adiantum aleuticum
Steveniella,Steveniella satyrioides
Red Lechwe,Kobus leche leche
Blue agapanthus,Agapanthus africanus
Greenhouse Millipede,Oxidus gracilis
Crowned Lapwing ssp xerophilus,Vanellus coronatus xerophilus
Sea bindweed,Calystegia soldanella
White-banded Mockingbird,Mimus triurus
Osprey unknown,Pandionidae spec.
Tanganyika killifish,Lamprichthys tanganicanus
Black Currawong ssp fuliginosa,Strepera fuliginosa fuliginosa
Crowned Slaty Flycatcher,Griseotyrannus aurantioatrocristatus
Yellow-winged Blackbird,Agelasticus thilius
Alpine azalea,Kalmia procumbens
Brown-chested Martin ssp fusca,Progne tapera fusca
Plumed hydroid,Kirchenpaueria pinnata
Doubleday s Tip,Colotis doubledayi
Deadly Nightshade,Atropa belladonna
Yellow-tailed Black Cockatoo ssp whiteae,Calyptorhynchus funereus whiteae
Futile Stone Grasshopper,Kurtharzia nugatoria
Waterlily aphid,Rhopalosiphum nymphaeae
Indian goatfish,Parupeneus indicus
Golden-whiskered Barbet ssp laeta,Psilopogon chrysopogon laetus
Ferruginous Partridge ssp oculeus,Caloperdix oculeus oculeus
House Wren ssp musculus,Troglodytes aedon musculus
Lunar underwing,Omphaloscelis lunosa
Rosy Marsh Moth,Coenophila subrosea
Pale Buckler Fern,Dryopteris pallida
Antheap White,Dixeia pigea
Bottle-gourd,Lagenaria siceraria
Pinkweed,Persicaria pensylvanica
Hairy-breasted Barbet ssp ansorgii,Tricholaema hirsuta ansorgii
Rwenzori Double-collared Sunbird ssp graueri,Cinnyris stuhlmanni graueri
Spike heath,Erica spiculifolia
Sooty Argus,Lasiommata menava
White-throated Woodcreeper,Xiphocolaptes albicollis
Iberian spirea,Spiraea hypericifolia
Southern Citril ssp hyposticta,Crithagra hyposticta hyposticta
Kirk's Dik-dik ssp kirkii,Madoqua kirkii kirkii
East African Jackal,Canis mesomelas schmidti
East African Eland,Tragelaphus oryx pattersonianus
Helmeted Guineafowl ssp reichenowi,Numida meleagris reichenowi
Wood Frog,Hylarana daemeli
Micrasterias,Micrasterias furcata
Frond-aeolis,Dendronotus frondosus
Yellow Sac Spider,Cheiracanthium punctorium
Crapemyrtle,Lagerstroemia indica
Tuberous Jerusalem Sage,Phlomoides tuberosa
Plumbeous Pigeon,Patagioenas plumbea
Crested Bobwhite ssp sonnini,Colinus cristatus sonnini
Eastern Meadowlark ssp praticola,Sturnella magna praticola
Grassland Sparrow ssp humeralis,Ammodramus humeralis humeralis
Floreana Mockingbird,Mimus trifasciatus
Mangold Flea Beetle,Chaetocnema concinna
Aquatic oligochaete worm,Arcteonais lomondi
Tall Jacob's-ladder,Polemonium acutiflorum
Amazonian Royal Flycatcher ssp coronatus,Onychorhynchus coronatus coronatus
